id,title,description,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressPostStreet,addressLocatorDesignator,addressLocatorBuilding,addressLocatorName,unitName,quantity,valueAmount,currencyCode,valuationDate,contractNumber,contractDateSigned,contractUrl,contractStatus,contractPurpose,contractRentalRate,contractCustodianName,contractCustodianId,contractUserName,contractUserId,contractPeriodStartDate,contractPeriodEndDate,contractPeriodMaxExtentDate,contractSchedule,contractValuePeriod,contractValueAmount,contractValueDescription,validityDate
84331-51504,"ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ","ПОЛІКЛІНІКА",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","СВОБОДИ ПРОСПЕКТ","22 ЛІТ.А",null,null,кв. м.,11.5,22 181.30,UAH,2024-03-31,"261/24",2024-06-13,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 2"" ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946192","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФЕРУМ ЛЕКС""","41822156",2024-06-13,2029-06-12,null,null,Місяць,16 000.00,null,2025-06-09
79182-47393,"ПОЛІКЛІНІНІЧНА УСТАНОВА","ПОЛІКЛІНІКА",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","ВОЛОСЬКА","47",null,null,кв. м.,80.3,2 310 123.40,UAH,2019-08-31,"301/20",2020-01-30,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЧЕРЕМОШ ЛТД""","30217085",2020-01-30,2023-01-29,null,null,Місяць,21 176.13,null,2025-06-13
79201-47393,"ПОЛІКЛІНІНІЧНА УСТАНОВА","ПОЛІКЛІНІКА",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","ВОЛОСЬКА","47",null,null,кв. м.,25.5,755 500.00,UAH,2019-10-31,"304/20",2020-03-02,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ФАРМАЦІЯ""","05415852",2020-03-02,2023-03-01,null,null,Місяць,7 555.00,null,2025-06-18
79202-47392,"ПОЛІКЛІНІКА №4 ПОДІЛЬСЬКОГО РАЙОНУ М. КИЄВА","ПОЛІКЛІНІКА",UA80000000000093317,"04080",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","КИРИЛІВСЬКА (ФРУНЗЕ)","107",null,null,кв. м.,25.0,546 100.00,UAH,2019-10-31,"401/20",2020-03-02,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ФАРМАЦІЯ""","05415852",2020-03-02,2023-03-01,null,null,Місяць,5 461.00,null,2025-06-13
81800-47392,"ПОЛІКЛІНІКА №4 ПОДІЛЬСЬКОГО РАЙОНУ М. КИЄВА","ПОЛІКЛІНІКА",UA80000000000093317,"04080",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","КИРИЛІВСЬКА (ФРУНЗЕ)","107",null,null,кв. м.,32.6,686 500.00,UAH,2021-03-31,"403/21",2021-10-29,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","ШВЕД НАДІЯ ВАСИЛІВНА","2065814746",2021-10-29,2026-10-29,null,null,Місяць,7 481.00,null,2025-06-13
81806-47393,"ПОЛІКЛІНІНІЧНА УСТАНОВА","ПОЛІКЛІНІКА",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","ВОЛОСЬКА","47",null,null,кв. м.,2.0,78 000.00,UAH,2021-04-30,"47/21",2021-10-25,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","ФІЗИЧНА ОСОБА ПІДПРИЄМЕЦЬ - ОЧЕРЕТЯН ОЛЕГ ВАЛЕРІЙОВИЧ","2792516978",2021-10-25,2025-01-31,null,null,Місяць,904.08,null,2025-05-26
81803-47392,"ПОЛІКЛІНІКА №4 ПОДІЛЬСЬКОГО РАЙОНУ М. КИЄВА","ПОЛІКЛІНІКА",UA80000000000093317,"04080",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","КИРИЛІВСЬКА (ФРУНЗЕ)","107",null,null,кв. м.,2.0,67 000.00,UAH,2021-04-30,"107/21",2021-10-25,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","ФІЗИЧНА ОСОБА ПІДПРИЄМЕЦЬ - ОЧЕРЕТЯН ОЛЕГ ВАЛЕРІЙОВИЧ","2792516978",2021-10-25,2024-10-24,null,null,Місяць,771.42,null,2025-06-13
81789-47393,"ПОЛІКЛІНІНІЧНА УСТАНОВА","ПОЛІКЛІНІКА",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","ВОЛОСЬКА","47",null,null,кв. м.,229.6,5 726 000.00,UAH,2021-05-31,"46/21",2021-12-20,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","КИЇВСЬКИЙ МІСЬКИЙ ЦЕНТР МЕДИКО-СОЦІАЛЬНОЇ ЕКСПЕРТИЗИ","03329674",2021-12-20,2025-02-28,null,null,Місяць,0.08,null,2025-06-13
69894-47393,"ПОЛІКЛІНІНІЧНА УСТАНОВА","ПОЛІКЛІНІКА",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","ВОЛОСЬКА","47",null,null,кв. м.,1950.29,6 993 076.00,UAH,2018-10-31,"1790/19",2019-05-27,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","26199200",2019-05-27,2022-05-26,null,null,Місяць,0.08,null,2025-06-13
69895-47392,"ПОЛІКЛІНІКА №4 ПОДІЛЬСЬКОГО РАЙОНУ М. КИЄВА","ПОЛІКЛІНІКА",UA80000000000093317,"04080",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","КИРИЛІВСЬКА (ФРУНЗЕ)","107",null,null,кв. м.,567.44,878 452.00,UAH,2018-10-31,"1792/19",2019-05-27,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","26199200",2019-05-27,2022-05-26,null,null,Місяць,0.08,null,2025-06-13
83110-47393,"ПОЛІКЛІНІНІЧНА УСТАНОВА","ПОЛІКЛІНІКА",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","ВОЛОСЬКА","47",null,null,кв. м.,38.3,134 750.19,UAH,2019-05-31,"3070-1",2022-12-30,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","ПОДІЛЬСЬКА РАЙОННА В МІСТІ КИЄВІ ДЕРЖАВНА АДМІНІСТРАЦІЯ","37333608",2022-12-30,2025-10-20,null,null,Місяць,0.08,null,2025-06-13
80017-47393,"ПОЛІКЛІНІНІЧНА УСТАНОВА","ПОЛІКЛІНІКА",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","ВОЛОСЬКА","47",null,null,кв. м.,87.95,1 328 240.00,UAH,2019-10-31,"305/20",2020-03-23,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР ІМЕНІ ДОКТОРА ГЕЙМАНА""","38904144",2020-03-23,2023-03-22,null,null,Місяць,12 175.53,null,2025-06-13
79081-47392,"ПОЛІКЛІНІКА №4 ПОДІЛЬСЬКОГО РАЙОНУ М. КИЄВА","ПОЛІКЛІНІКА",UA80000000000093317,"04080",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","КИРИЛІВСЬКА (ФРУНЗЕ)","107",null,null,кв. м.,148.1,177 878.76,UAH,2019-10-31,"1501/20",2020-01-14,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КЛІНІЧНА ЛІКАРНЯ № 15 ПОДІЛЬСЬКОГО РАЙОНУ МІСТА КИЄВА""","26199074",2020-01-14,2023-01-13,null,null,Місяць,0.08,null,2025-06-13
81337-47393,"ПОЛІКЛІНІНІЧНА УСТАНОВА","ПОЛІКЛІНІКА",UA80000000000093317,"04070",Україна,м. Київ,null,null,Київ,"ПОДІЛЬСЬКИЙ","ВОЛОСЬКА","47",null,null,кв. м.,84.8,314 054.77,UAH,2021-03-01,"12/21",2021-09-27,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ПОДІЛЬСЬКОГО РАЙОНУ М.КИЄВА","38946268","МАРУШЕВСЬКА  ІННА ВОЛОДИМИРІВНА","2551211320",2021-09-27,2026-09-26,null,null,Місяць,3 141.00,null,2025-06-13
84844-47453,"Нежитлова будівля, літ. ""А""","ЛІКУВАЛЬНО-ДІАГНОСТИЧНЕ",UA80000000000093317,"01032",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","САКСАГАНСЬКОГО","100",null,null,кв. м.,40.6,1 104 211.29,UAH,2024-06-30,"842/4",2024-11-13,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38947811","КИЇВСЬКИЙ МІСЬКИЙ ЦЕНТР МЕДИКО-СОЦІАЛЬНОЇ ЕКСПЕРТИЗИ","03329674",2024-11-13,2027-11-11,null,null,Місяць,0.08,null,2025-07-01
80861-47451,"Нежитлова будівля - вагова, літ. ""А""","ЛІКУВАЛЬНО-ДІАГНОСТИЧНЕ",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ПЕТЛЮРИ СИМОНА","2/4",null,null,кв. м.,71.8,2 055 674.23,UAH,2020-12-01,"766/3",2021-05-27,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38947811","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВІЛЕНА-2""","21453906",2021-02-27,2026-02-27,null,null,Місяць,20 556.74,null,2025-07-02
80868-47451,"Нежитлова будівля - вагова, літ. ""А""","ЛІКУВАЛЬНО-ДІАГНОСТИЧНЕ",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ПЕТЛЮРИ СИМОНА","2/4",null,null,кв. м.,57.9,1 657 709.44,UAH,2020-12-01,"767/3",2021-05-27,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38947811","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕД ЕК СЕРВІС""","24263595",2021-02-27,2026-02-27,null,null,Місяць,16 600.00,null,2025-07-02
79978-47453,"Нежитлова будівля, літ. ""А""","ЛІКУВАЛЬНО-ДІАГНОСТИЧНЕ",UA80000000000093317,"01032",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","САКСАГАНСЬКОГО","100",null,null,кв. м.,3.0,99 500.00,UAH,2020-01-31,"676/3",2020-06-15,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38947811","ФІЗИЧНА ОСОБА ПІДПРИЄМЕЦЬ - ОЧЕРЕТЯН ОЛЕГ ВАЛЕРІЙОВИЧ","2792516978",2020-06-15,2023-06-13,null,null,Місяць,1 012.91,null,2025-07-02
78764-47453,"Нежитлова будівля, літ. ""А""","ЛІКУВАЛЬНО-ДІАГНОСТИЧНЕ",UA80000000000093317,"01032",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","САКСАГАНСЬКОГО","100",null,null,кв. м.,65.85,1 785 000.00,UAH,2019-08-31,"530/3",2019-12-11,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38947811","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""САНТІ""","22925856",2019-12-11,2022-12-09,null,null,Місяць,16 427.95,null,2025-07-01
78211-47453,"Нежитлова будівля, літ. ""А""","ЛІКУВАЛЬНО-ДІАГНОСТИЧНЕ",UA80000000000093317,"01032",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","САКСАГАНСЬКОГО","100",null,null,кв. м.,225.1,301 293.85,UAH,2018-11-30,"916/1",2019-07-05,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38947811","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №1"" ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38945657",2019-07-05,2022-07-03,null,null,Місяць,0.08,null,2025-07-01
78218-47453,"Нежитлова будівля, літ. ""А""","ЛІКУВАЛЬНО-ДІАГНОСТИЧНЕ",UA80000000000093317,"01032",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","САКСАГАНСЬКОГО","100",null,null,кв. м.,28.3,771 780.00,UAH,2019-03-31,"939/3",2019-08-30,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38947811","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КІТ ПЛЮС""","33230308",2019-08-30,2022-08-28,null,null,Місяць,7 180.77,null,2025-07-02
78208-47453,"Нежитлова будівля, літ. ""А""","ЛІКУВАЛЬНО-ДІАГНОСТИЧНЕ",UA80000000000093317,"01032",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","САКСАГАНСЬКОГО","100",null,null,кв. м.,14.9,377 000.00,UAH,2019-04-30,"940/3",2019-08-30,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38947811","САЛО АЛЛА ОЛЕКСАНДРІВНА","2602414641",2019-08-30,2022-08-28,null,null,Місяць,3 476.57,null,2025-07-02
82611-47451,"Нежитлова будівля - вагова, літ. ""А""","ЛІКУВАЛЬНО-ДІАГНОСТИЧНЕ",UA80000000000093317,null,Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ПЕТЛЮРИ СИМОНА","2/4",null,null,кв. м.,52.5,1 920 100.00,UAH,2022-01-31,"451/3",2022-08-05,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38947811","ФІЗИЧНА ОСОБА-ПІДПРИЄМЕЦЬ АСТАШЕВА АНАСТАСІЯ ДМИТРІВНА","3406503842",2022-08-05,2024-11-02,null,null,Місяць,27 039.70,null,2025-07-02
82613-47453,"Нежитлова будівля, літ. ""А""","ЛІКУВАЛЬНО-ДІАГНОСТИЧНЕ",UA80000000000093317,"01032",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","САКСАГАНСЬКОГО","100",null,null,кв. м.,17.1,508 949.14,UAH,2021-12-31,"879/3",2022-07-22,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38947811","ФАРТУШНИЙ ЄВГЕН МИКОЛАЙОВИЧ","2063402852",2022-07-22,2027-02-28,null,null,Місяць,5 871.00,null,2025-07-01
81101-47989,"Лікувально-профілактичні","ПОЛІКЛІНІКА",UA80000000000093317,"04050",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ПИМОНЕНКА МИКОЛИ","10",null,null,кв. м.,105.3,2 401 000.00,UAH,2020-09-30,"764/3",2021-08-20,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 2"" ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38948312","КИЇВСЬКИЙ МІСЬКИЙ ЦЕНТР МЕДИКО-СОЦІАЛЬНОЇ ЕКСПЕРТИЗИ","03329674",2021-08-20,2027-02-18,null,null,Місяць,0.08,null,2025-04-08
78753-47989,"Лікувально-профілактичні","ПОЛІКЛІНІКА",UA80000000000093317,"04050",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ПИМОНЕНКА МИКОЛИ","10",null,null,кв. м.,1782.4,35 045 589.04,UAH,2019-04-30,"531/3",2019-11-27,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 2"" ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38948312","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОНСУЛЬТАТИВНО-ДІАГНОСТИЧНИЙ ЦЕНТР ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38947811",2019-11-27,2022-11-25,null,null,Місяць,0.08,null,2025-04-11
81804-47989,"Лікувально-профілактичні","ПОЛІКЛІНІКА",UA80000000000093317,"04050",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ПИМОНЕНКА МИКОЛИ","10",null,null,кв. м.,23.6,250 777.63,UAH,2021-05-01,"1012",2021-10-11,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 2"" ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38948312","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЮНІМЕД ЛАБОРАТОРІЗ""","41771751",2021-10-11,2026-10-10,null,null,Місяць,6 000.00,null,2025-06-23
79362-47989,"Лікувально-профілактичні","ПОЛІКЛІНІКА",UA80000000000093317,"04050",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ПИМОНЕНКА МИКОЛИ","10",null,null,кв. м.,21.5,545 000.00,UAH,2023-04-30,"589/3",2020-02-13,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 2"" ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38948312","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ФАРМАЦІЯ""","05415852",2020-02-13,2026-02-10,null,null,Місяць,6 604.48,null,2025-06-23
84510-47989,"Лікувально-профілактичні","ПОЛІКЛІНІКА",UA80000000000093317,"04050",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ПИМОНЕНКА МИКОЛИ","10",null,null,кв. м.,45.3,349 088.01,UAH,2024-04-30,"1103",2024-08-19,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 2"" ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38948312","ФІЗИЧНА ОСОБА-ПІДПРИЄМЕЦЬ ШЕВЧЕНКО ДМИТРО СЕРГІЙОВИЧ","3336718010",2024-07-19,2029-08-18,null,null,Місяць,4 634.92,null,2025-05-20
80901-47989,"Лікувально-профілактичні","ПОЛІКЛІНІКА",UA80000000000093317,"04050",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ПИМОНЕНКА МИКОЛИ","10",null,null,кв. м.,130.2,1 404 649.00,UAH,2021-03-01,"998",2021-06-15,null,"Договір закінчився, але заборгованність не погашено",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 2"" ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38948312","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КАЛЕТ""","41163399",2021-06-15,2025-04-14,null,null,Місяць,16 100.00,null,2025-05-20
82217-47989,"Лікувально-профілактичні","ПОЛІКЛІНІКА",UA80000000000093317,"04050",Україна,м. Київ,null,null,Київ,"ШЕВЧЕНКІВСЬКИЙ","ПИМОНЕНКА МИКОЛИ","10",null,null,кв. м.,33.0,334 603.00,UAH,2021-10-01,"1026",2022-02-10,null,"Договір діє",null,null,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 2"" ШЕВЧЕНКІВСЬКОГО РАЙОНУ МІСТА КИЄВА","38948312","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНСІДДЕН-ЖИТОМИР""","44195219",2022-02-10,2026-02-09,null,null,Місяць,20 000.00,null,2025-06-23
